Title,Location,Price,Size,Apartment Type
"Kod ""Vera"", lux, garaža","Voždovac, Beograd, Srbija",320 000 €,124 m²,  Četvorosoban stan
Retko! Stan sa dvorištem-baštom,"Novi Beograd Blok 70 (Kineski TC), Beograd, Srbija",206 000 €,73 m²,  Dvosoban stan
Internacionalnih brigada,"Vračar (Hram), Beograd, Srbija",286 000 €,98 m²,  Četvorosoban stan
Salonski sa dvorištem,"Stari Grad, Beograd, Srbija",440 000 €,142 m²,  Petosoban+ stan
"Atraktivan, veoma svetao stan","Voždovac, Beograd, Srbija",205 000 €,83 m²,  Trosoban stan
Prodaja stana Banjica,"Banjica, Beograd, Srbija",198 000 €,80 m²,  Trosoban stan
"Noviji, sunčan, parking","Braće Jerković, Beograd, Srbija",159 000 €,63 m²,  Trosoban stan
"BW Sava, savršen spoj starog i novog Beograda ID#3582","Beograd na vodi, Beograd, Srbija",246 888 €,55 m²,  Jednosoban stan
"Renoviran, lux, centar","Stari Grad, Beograd, Srbija",250 000 €,60 m²,  Trosoban stan
"Parking, uknjižen, početak Altine","Altina, Beograd, Srbija",125 000 €,50 m²,  Dvosoban stan
"Odličan, svetao, pogled","Banjica, Beograd, Srbija",152 000 €,55 m²,  Trosoban stan
2.0 Stan Kotež ID#2095,"Kotež, Beograd, Srbija",67 500 €,53.86 m²,  Dvosoban stan
"Izuzetan, novogradnja, Sunnyville","Višnjička banja, Beograd, Srbija",188 940 €,67 m²,  Trosoban stan
"Ivankovačka, Tašmajdan, Palilula ID#3240","Tašmajdan, Beograd, Srbija",114 000 €,36 m²,  Trosoban stan
"Odličan stan na Bulbulder, Dimitrija Tucovića","Zvezdara, Beograd, Srbija",220 000 €,100 m²,  Trosoban stan
"Gospodara Vučića, Vračar ID#4051","Južni bulevar, Beograd, Srbija",168 700 €,70 m²,  Trosoban stan
"Odličan, centar","Vukov spomenik, Beograd, Srbija",214 900 €,61 m²,  Trosoban stan
"Strogi centar, parking","Obilićev venac, Beograd, Srbija",149 000 €,38 m²,  Dvosoban stan
"Dupleks, Krnjača","Krnjača, Beograd, Srbija",150 000 €,142 m²,  Četvorosoban stan
Krnjača,"Krnjača, Beograd, Srbija",120 000 €,101 m²,  Četvorosoban stan
Krnjača,"Krnjača, Beograd, Srbija",110 000 €,105 m²,  Četvorosoban stan
"Hram svetog Save, odlična lokacija","Vračar (Hram), Beograd, Srbija",330 000 €,52 m²,  Trosoban stan
"Dva stana, dnevno izdavanje","Gornji Dorćol, Beograd, Srbija",565 000 €,172 m²,  Petosoban+ stan
"Centar, Resavska, odlična investivcija","Savski venac, Beograd, Srbija",148 000 €,53 m²,  Dvosoban stan
"Đevđelijska, Đeram, Zvezdara ID#4828","Đeram pijaca, Beograd, Srbija",365 000 €,157 m²,  Četvorosoban stan
"Učiteljsko naselje, Zvezdara ID#5112","Učiteljsko naselje, Beograd, Srbija",245 000 €,84.39 m²,  Četvorosoban stan
"Rade Končara, Meandri, Zemun ID#5176","Zemun (Meandri), Beograd, Srbija",169 900 €,87 m²,  Četvorosoban stan
"Troiposoban stan, Blok 38 ID#5191","Novi Beograd Blok 38 (OŠ Ratko Mitrović), Beograd, Srbija",210 000 €,86 m²,  Četvorosoban stan
"Lekino brdo, Voždovac ID#5424","Lekino brdo, Beograd, Srbija",231 200 €,68 m²,  Trosoban stan
"Matice srpske, Mirijevo 1, Zvezdara ID#5490","Mirijevo I, Beograd, Srbija",180 100 €,90.05 m²,  Dvosoban stan
"Novi Dorćol, lux, Venizelosova, garaža","Gornji Dorćol, Beograd, Srbija",327 000 €,60 m²,  Dvosoban stan
"Odličan pogled, sa parkingom, u mirnoj ulici","Palilula, Beograd, Srbija",125 000 €,30 m²,  Jednosoban stan
Golf naselje,"Golf naselje, Beograd, Srbija",212 000 €,88 m²,  Četvorosoban stan
Beogradsko dramsko sa parkingom,"Crveni krst, Beograd, Srbija",160 000 €,51 m²,  Dvosoban stan
"Lako deljiv, dva ulaza","Botanička bašta, Beograd, Srbija",218 000 €,83 m²,  Četvorosoban stan
"Novogradnja, 3.5, ubrzo useljiv, Banovo brdo ID#7001","Banovo brdo, Beograd, Srbija",260 250 €,86.75 m²,  Četvorosoban stan
"Novogradnja, 3.0, ubrzo useljiv, Banovo brdo ID#7002","Banovo brdo, Beograd, Srbija",180 150 €,60.05 m²,  Četvorosoban stan
Kuća deljiva na dve stambene jedinice,"Bajlonijeva pijaca, Beograd, Srbija",220 000 €,92 m²,  Petosoban+ stan
"Lux, Golf, garaža","Banovo brdo, Beograd, Srbija",397 000 €,145 m²,  Četvorosoban stan
"Neimar, blizu Karađorđevog parka, 223,96m2 duplex + pdv ID#4140","Neimar, Beograd, Srbija",1 035 620 €,224 m²,  Petosoban+ stan
"Centar, Kosovska, odličan","Stari Grad, Beograd, Srbija",650 000 €,156 m²,  Petosoban+ stan
"Dušanovac, dvosoban, odličan","Dušanovac, Beograd, Srbija",165 000 €,56 m²,  Dvosoban stan
Izuzetna lokacija stana- Dorćol,"Gornji Dorćol, Beograd, Srbija",120 000 €,16 m²,  Jednosoban stan
"Quartet 3, pogled na Skyline, garaža","Beograd na vodi, Beograd, Srbija",319 000 €,77 m²,  Trosoban stan
"Kraljice Natalije, renoviran","Zeleni venac, Beograd, Srbija",360 000 €,110 m²,  Četvorosoban stan
"Dedinje, lux, dupleks","Dedinje (RTV Pink), Beograd, Srbija",650 000 €,225 m²,  Četvorosoban stan
Slavija,"Slavija, Beograd, Srbija",250 000 €,84 m²,  Trosoban stan
"3.0 novogradnja,Crveni krst, Vračar ID#7109","Crveni krst, Beograd, Srbija",297 413 €,99.56 m²,  Trosoban stan
"Studio novogradnja, Crveni krst, Vračar ID#7110","Crveni krst, Beograd, Srbija",122 877 €,29.97 m²,  Trosoban stan
"Tašmajdan, idealno za izdavanje","Palilula, Beograd, Srbija",108 000 €,27 m²,  Jednosoban stan
"4.0 novogradnja,Crveni krst, Vračar ID#7111","Crveni krst, Beograd, Srbija",315 763 €,96.86 m²,  Trosoban stan
"Dvosoban stan, Cvijićeva, Botanička bašta","Cvijićeva, Beograd, Srbija",70 000 €,50 m²,  Dvosoban stan
"4.0 novogradnja,Crveni krst, Vračar ID#7112","Crveni krst, Beograd, Srbija",316 090 €,96.96 m²,  Trosoban stan
Mirijevo - lux,"Mirijevo I, Beograd, Srbija",139 000 €,59 m²,  Trosoban stan
"K-District, pogled na reku","Stari Grad, Beograd, Srbija",777 000 €,152 m²,  Četvorosoban stan
Lux Šekspirova,"Dedinje (RTV Pink), Beograd, Srbija",339 000 €,75 m²,  Trosoban stan
"Trosoban stan, novogradnja, uknjižen ID#7122","Mali mokri lug, Beograd, Srbija",158 000 €,68 m²,  Trosoban stan
"Tih, dvoiposoban","Savski venac, Beograd, Srbija",159 000 €,47 m²,  Trosoban stan
"Centar, Bulevar despota Stefana","Stari Grad, Beograd, Srbija",200 000 €,60 m²,  Trosoban stan
"Prodajemo 4.0 stan, 106m2, Belvil, Đorđa Stanojevića","Novi Beograd Blok 67 (Belvil), Beograd, Srbija",399 000 €,106 m²,  Četvorosoban stan
"Crveni krst, Branka Krsmanovića","Zvezdara, Beograd, Srbija",185 000 €,66 m²,  Trosoban stan
Autentičan salonac,"Cvetni trg, Beograd, Srbija",450 000 €,198 m²,  Četvorosoban stan
"Trostrani Penthouse, Quartet 4, garaža","Beograd na vodi, Beograd, Srbija",1 175 000 €,276 m²,  Petosoban+ stan
"Duplex, nadogradnja, pogled na Dunav","Karaburma, Beograd, Srbija",145 000 €,85 m²,  Trosoban stan
"Lux, nov, namešten, dva garažna mesta","Zvezdara, Beograd, Srbija",290 000 €,74 m²,  Trosoban stan
"Svetao, odličan, Vračar","Crveni krst, Beograd, Srbija",199 000 €,55 m²,  Dvosoban stan
"Park View, prekrasan pogled, garaža","Beograd na vodi, Beograd, Srbija",400 000 €,83 m²,  Trosoban stan
Dobra garsonjera,"Novi Beograd Blok 11c (Stari Merkator), Beograd, Srbija",100 000 €,25 m²,  Jednosoban stan
"Dorćol, lux","Gornji Dorćol, Beograd, Srbija",110 000 €,21 m²,  Jednosoban stan
Idealan poslovni prostor,"Stari Grad, Beograd, Srbija",300 000 €,50 m²,  Dvosoban stan
"Odličan, svetao, pogled","Vračar (Centar), Beograd, Srbija",320 000 €,87 m²,  Četvorosoban stan
"Useljiv, svetao, pogled ka reci","Karaburma, Beograd, Srbija",97 000 €,34 m²,  Jednosoban stan
"Beograd na vodi, Hercegovačka","Beograd na vodi, Beograd, Srbija",845 000 €,99 m²,  Trosoban stan
"Lekino brdo, Tetovska","Lekino brdo, Beograd, Srbija",213 500 €,70 m²,  Trosoban stan
"Bečmen, odličan stan, 48(T)","Bečmen, Beograd, Srbija",75 000 €,48 m²,  Trosoban stan
"Zemun polje, Živojina Ćuluma","Zemun Polje, Beograd, Srbija",58 000 €,36 m²,  Dvosoban stan
1.5 stan na Zvezdari,"Bulevar Kr. Aleksandra, Beograd, Srbija",86 000 €,36 m²,  Dvosoban stan
Cerski venac,"Cerak vinogradi, Beograd, Srbija",190 000 €,88 m²,  Četvorosoban stan
"Mali Mokri Lug, Radete Stankovića 69(T)","Mali mokri lug, Beograd, Srbija",130 000 €,69 m²,  Trosoban stan
Svetao i sunčan stan ID#10104,"Zvezdara, Beograd, Srbija",155 000 €,55 m²,  Dvosoban stan
"Padinska skela, Dunavac, 40m2","Padinska skela, Beograd, Srbija",29 500 €,40 m²,  Jednosoban stan
"Dobropoljska, Lux stan","Savski venac, Beograd, Srbija",195 500 €,55 m²,  Trosoban stan
Odličan stan na Bežanijskoj kosi,"Bežanijska kosa III, Beograd, Srbija",199 500 €,65 m²,  Trosoban stan
"Centar Zemuna, četvorosoban stan","Zemun (Centar), Beograd, Srbija",288 750 €,105 m²,  Četvorosoban stan
"Zemun polje, Dušana Mađarčića","Zemun Polje, Beograd, Srbija",110 000 €,85 m²,  Četvorosoban stan
Šumadijska,"Zemun (Cara Dušana), Beograd, Srbija",254 000 €,71 m²,  Trosoban stan
"Svetogorska, Politika","Centar (uži), Beograd, Srbija",279 000 €,88 m²,  Trosoban stan
"Central garden, namešten, garažno mesto i ostava ID#3711","Poštanska štedionica, Beograd, Srbija",394 000 €,82 m²,  Trosoban stan
"Admirala Geprata, odličan kao investicija","Beograđanka ( centar ), Beograd, Srbija",165 000 €,75 m²,  Četvorosoban stan
Stan sa garažom,"Lekino brdo, Beograd, Srbija",193 000 €,56 m²,  Trosoban stan
"3,5 stan u Prvomajskoj","Zemun (Marije Bursać), Beograd, Srbija",182 000 €,75 m²,  Četvorosoban stan
"Stari Merkator, komforan dvosoban stan","Novi Beograd Blok 11c (Stari Merkator), Beograd, Srbija",180 000 €,61 m²,  Dvosoban stan
"Vukov spomenik, odlična cena, 4.0 stan","Vukov spomenik, Beograd, Srbija",267 000 €,116 m²,  Četvorosoban stan
"Blok 61, 3.0, komplet namešten","Novi Beograd Blok 61, Beograd, Srbija",235 000 €,78 m²,  Trosoban stan
U srcu Slavije-42m2+terasa 14m2,"Savski venac, Beograd, Srbija",190 000 €,42 m²,  Jednosoban stan
Konjarnik - Ustanička,"Konjarnik, Beograd, Srbija",159 000 €,70 m²,  Dvosoban stan
"Stan kao investicija,Staro sajmište","Beograd, Srbija",96 000 €,31 m²,  Jednosoban stan
"Pariske komune,2.5 stan","Tošin bunar, Beograd, Srbija",169 500 €,60 m²,  Trosoban stan
"Batajnica, novogradnja, uknjižen","Batajnica, Beograd, Srbija",130 000 €,63 m²,  Dvosoban stan
"Lux, trosoban, Belville ID#6126","Novi Beograd Blok 67a, Beograd, Srbija",399 000 €,106 m²,  Trosoban stan
"Salvadora Aljendea, Karaburma, Palilula ID#7165","Karaburma, Beograd, Srbija",165 000 €,66 m²,  Trosoban stan
Palata pravde-Sarajevska,"Palata pravde, Beograd, Srbija",115 000 €,35 m²,  Dvosoban stan
"Blok 67-Belville,3.0,106m2 sa 3 terase,uknjižen ID#3166","Novi Beograd Blok 67a, Beograd, Srbija",399 000 €,106 m²,  Trosoban stan
"Karaburma, nova okretnica, jednoiposoban ID#6762","Karaburma, Beograd, Srbija",80 000 €,32 m²,  Dvosoban stan
Stan na prodaju,"Dedinje (25. maj), Beograd, Srbija",210 000 €,57 m²,  Trosoban stan
"Čukarica, Julino brdo, 2.0, Marine Veličković","Julino brdo, Beograd, Srbija",99 000 €,50 m²,  Dvosoban stan
"Cerak vinogradi, Breza","Cerak vinogradi, Beograd, Srbija",175 000 €,76 m²,  Trosoban stan
Odličan dvosoban stan,"Železnik, Beograd, Srbija",119 000 €,57 m²,  Dvosoban stan
"Petlovo brdo, dvoiposoban stan","Petlovo brdo, Beograd, Srbija",140 000 €,61 m²,  Trosoban stan
"Uknjižena garsonjera, 20m2, Kanarevo brdo","Kanarevo brdo, Beograd, Srbija",55 000 €,20 m²,  Jednosoban stan
"Blok 45, Nehruova, renoviran, 2.0, bez ulaganja","Novi Beograd Blok 45 (TC Enjub), Beograd, Srbija",245 000 €,66 m²,  Dvosoban stan
"Čukarica, Košutnjak kod bazena","Košutnjak, Beograd, Srbija",265 000 €,136 m²,  Trosoban stan
Kralja Milutina,"Savski venac, Beograd, Srbija",287 000 €,96 m²,  Trosoban stan
2.0-soban Bežanijska kosa,"Bežanijska kosa I, Beograd, Srbija",115 000 €,41 m²,  Dvosoban stan
"Mirijevo, Vladislava Bajčevića, 2.5, 54kvm","Mirijevo I, Beograd, Srbija",120 000 €,54 m²,  Trosoban stan
Lux renoviran 1.5 sa saunom i djakuzijem,"Voždovac, Beograd, Srbija",124 000 €,42 m²,  Dvosoban stan
Rakovica - centar,"Rakovica, Beograd, Srbija",114 900 €,61 m²,  Dvosoban stan
"YUBC, Bulevar Mihajla Pupina","Novi Beograd Blok 12 (YUBC), Beograd, Srbija",303 000 €,86 m²,  Trosoban stan
"Vidikovac, crvena fasadna cigla","Vidikovac, Beograd, Srbija",155 000 €,87 m²,  Četvorosoban stan
"Filmski grad, jednoiposoban","Filmski grad, Beograd, Srbija",54 500 €,32 m²,  Dvosoban stan
"Narodnih heroja, Fontana, Novi Beograd ID#7084","Novi Beograd Blok 1 (Fontana), Beograd, Srbija",117 000 €,47 m²,  Jednosoban stan
"Stari grad, Dositejeva 4.0, Dositejeva","Gornji Dorćol, Beograd, Srbija",214 000 €,92 m²,  Četvorosoban stan
"Kanarevo brdo, 2.5, renoviran, Vukasovićeva","Kanarevo brdo, Beograd, Srbija",135 000 €,67 m²,  Dvosoban stan
"63m2+25m2 terasa-Lux penthouse, odmah useljiv, Bulevar kralja Aleksandra","Cvetkova pijaca, Beograd, Srbija",215 000 €,63 m²,  Trosoban stan
"Mirijevo, odlična lokacija, 2.0, Dr. Velimirovića","Mirijevo I, Beograd, Srbija",109 000 €,56 m²,  Dvosoban stan
"Bežanijska kosa 2, Peđe Milosavljevića, 65m2, 2.0, Peđe Milosavljević","Bežanijska kosa II, Beograd, Srbija",163 000 €,65 m²,  Dvosoban stan
"Mladenovac, 44m2, dvosoban, uknjižen, Nušićeva","Beograd, Srbija",59 000 €,44 m²,  Dvosoban stan
"Uknjižen, odmah useljiv nov stan, Paje Jovanovića","Cvetkova pijaca, Beograd, Srbija",210 000 €,88 m²,  Četvorosoban stan
"Dom Srpsko-Amerikanske banke, Kralja Miilana","Centar (uži), Beograd, Srbija",595 000 €,115 m²,  Trosoban stan
"Bulevar kralja Aleksandra, novogradnja, Bulevar kralja Aleksandra","Konjarnik, Beograd, Srbija",140 427 €,67 m²,  Trosoban stan
"Idealan mali stan, bez mana, redak, Vojislava Ilića","Crveni krst, Beograd, Srbija",160 000 €,43 m²,  Jednosoban stan
"Kosovska, atipičan 3.0 stan, parking, Kosovska","Andrićev venac, Beograd, Srbija",240 000 €,80 m²,  Trosoban stan
"Fenomenalan porodični stan, Dimitrija Tucovića","Đeram pijaca, Beograd, Srbija",259 200 €,96 m²,  Četvorosoban stan
"Bulevar kralja Aleksandra, novogradnja, Bulevar kralja Aleksandra","Bulevar Kr. Aleksandra, Beograd, Srbija",140 322 €,67 m²,  Trosoban stan
"Dobra garsonjera na Zvezdari, Milana Rakića","Kluz, Beograd, Srbija",88 000 €,27 m²,  Garsonjera
"Lep, funkcionalan stan u naselju Braće Jerković, Jovana Bjelića","Braće Jerković, Beograd, Srbija",158 990 €,57 m²,  Trosoban stan
"Uknjižen, moguća kupovina na kredit, Rene Margita","Ledine, Beograd, Srbija",124 000 €,57 m²,  Trosoban stan
"Naselje Vojvode Vlahovića, nov, uknjižen, Generala Đoke Popovića","Voždovac, Beograd, Srbija",96 000 €,64 m²,  Dvosoban stan
"Salonac u centru Zemuna, retko u ponudi, Jovana Subotića","Zemun (Centar), Beograd, Srbija",274 000 €,109 m²,  Četvorosoban stan
"Funkcionalan 2.5 stan u Gandijevoj, Gandijeva","Novi Beograd Blok 44 (Piramida), Beograd, Srbija",228 000 €,75 m²,  Dvosoban stan
"SURČIN - UKNJIŽENA KUĆA, Kosovska","Surčin (centar), Beograd, Srbija",88 000 €,76 m²,  Trosoban stan
Palata pravde. Hitna prodaja!,"Palata pravde, Beograd, Srbija",259 900 €,111 m²,  Četvorosoban stan
Luksuzan dvosoban stan u Beogradu na vodi – direktno od vlasnika,"Beograd na vodi, Beograd, Srbija",259 000 €,58.23 m²,  Dvosoban stan
Sjajna lokacija. Dogovor.,"Vračar (Centar), Beograd, Srbija",286 000 €,99 m²,  Četvorosoban stan
"Voždovac, Kumodraž - Jovana Todorovića 51m2, Jovana Todorovića","Kumodraž I, Beograd, Srbija",97 000 €,51 m²,  Trosoban stan
EKSKLUZIVAN 4.0 STAN - BW SENSA - USKORO USELJIV,"Beograd na vodi, Beograd, Srbija",550 000 €,123 m²,  Četvorosoban stan
"Prodaja, stan, Omladinskih brigada, 61m2, ID1530, Omladinskih brigada","Novi Beograd Blok 31 (Merkator), Beograd, Srbija",211 000 €,61 m²,  Dvosoban stan
"47m2, VOZDOVAC , stan","Voždovac, Beograd, Srbija",121 000 €,47 m²,  Dvosoban stan
RETKO U PONUDI ! Potpuno renoviran stan na Savskom keju,"Novi Beograd Blok 70 (Kineski TC), Beograd, Srbija",240 000 €,73 m²,  Trosoban stan
KRNJAČA 2.0 KOD METROA ODMAH USELJIV,"Krnjača, Beograd, Srbija",450 €,55 m²,  Dvosoban stan
Top Lokacija! Specijalni Sud. Odličan raspored!,"Autokomanda, Beograd, Srbija",190 000 €,71 m²,  Četvorosoban stan
Stan iz snova u srcu Vračara jednom u životu prilika,"Zvezdara, Beograd, Srbija",209 000 €,64 m²,  Jednosoban stan
"Zvezdara, Braće Jerković - Čedomilja Mitrovića, 64m2, Čedomilja Mitrovića","Medaković III, Beograd, Srbija",135 000 €,64 m²,  Četvorosoban stan
Prodaje se splav na Adi Ciganliji ID#15369,"Ada Ciganlija, Beograd, Srbija",160 000 €,230 m²,  Jednosoban stan
"BW Eterna, prostran, svetao, useljiv ID#3740","Beograd na vodi, Beograd, Srbija",275 000 €,55.4 m²,  Dvosoban stan
Stan u kući na Banovom brdu,"Banovo brdo, Beograd, Srbija",295 000 €,108 m²,  Trosoban stan
"Prodaja-trosoban, adaptibilan, prostrana terasa ID#6470","Novi Beograd Blok 28 (Potkovica), Beograd, Srbija",184 000 €,70 m²,  Trosoban stan
"Vojvode Stepe, Voždovačka crkva, Voždovac ID#6921","Voždovac, Beograd, Srbija",338 900 €,152 m²,  Petosoban+ stan
Izuzetan stan na superiornoj poziciji ID#83774,"Beograđanka ( centar ), Beograd, Srbija",380 000 €,148 m²,  Četvorosoban stan
Izuzetan stan na Slaviji ID#131500,"Slavija, Beograd, Srbija",333 000 €,106 m²,  Četvorosoban stan
Stan u Admirala Geprata ID#104892,"Centar (uži), Beograd, Srbija",320 000 €,80 m²,  Četvorosoban stan
"Moderan,  svetao, izuzetan... ID#119282","Centar (uži), Beograd, Srbija",250 000 €,75 m²,  Trosoban stan
"Stan + kuća, odlična investicija ID#131172","Đeram pijaca, Beograd, Srbija",100 000 €,50 m²,  Dvosoban stan
"Fenomenalan, svetao ID#131721","Tašmajdan, Beograd, Srbija",155 000 €,38 m²,  Jednosoban stan
"Bogoslovija, duplex , mereno 59m2 ID#10142","Bogoslovija, Beograd, Srbija",158 350 €,44 m²,  Dvosoban stan
"Novi Beograd, Blok 38, Omladinskih brigada, 3.0, 76m2, 196000 EUR","Novi Beograd Blok 38 (OŠ Ratko Mitrović), Beograd, Srbija",196 000 €,76 m²,  Trosoban stan
3.0 salonac Zemun ID#1928,"Zemun (Centar), Beograd, Srbija",295 000 €,87 m²,  Trosoban stan
"Južni bulevar, kompletno renoviran","Južni bulevar, Beograd, Srbija",163 500 €,43 m²,  Dvosoban stan
"Hram svetog Save, Internacionalnih brigada, 66m2, 2.0 ID#2438","Vračar (Hram), Beograd, Srbija",212 500 €,66 m²,  Dvosoban stan
"Mirijevo - odmah useljiv, odličan 1.5-soban ID#4877","Mirijevo I, Beograd, Srbija",82 900 €,48 m²,  Dvosoban stan
"3.5 Vračar, kod Čuburskog parka, Maksima Gorkog,  80m2(T), salonac ID#1921","Kalenić pijaca, Beograd, Srbija",245 000 €,80 m²,  Četvorosoban stan
Centar - Savski Trg - salonski- kod spomenika Stefanu Nemanji ID#4899,"Savski trg, Beograd, Srbija",215 000 €,57 m²,  Dvosoban stan
Unikatni salonski stan,"Zemun (Centar), Beograd, Srbija",352 000 €,88 m²,  Dvosoban stan
Blok 72,"Novi Beograd Blok 72, Beograd, Srbija",170 000 €,57 m²,  Dvosoban stan
Centar  - salonski- kod spomenika Stefanu Nemanji ID#4904,"Stari Grad, Beograd, Srbija",215 000 €,57 m²,  Dvosoban stan
Odličan funkcionalan stan ID#131975,"Konjarnik, Beograd, Srbija",140 000 €,45 m²,  Jednosoban stan
"Žarkovo, Repiška ID#2468","Žarkovo, Beograd, Srbija",101 000 €,47 m²,  Dvosoban stan
Odličan stan ID#131690,"Braće Jerković, Beograd, Srbija",205 000 €,100 m²,  Četvorosoban stan
Uknjižen stan sa parkingom ID#3754,"Lekino brdo, Beograd, Srbija",235 000 €,67 m²,  Trosoban stan
Uknjižen 4.0 stan - Denkova bašta ID#3751,"Denkova bašta, Beograd, Srbija",301 000 €,86 m²,  Četvorosoban stan
"Nikole Dobrovića, Bežanijska kosa I, Novi Beograd ID#5371","Bežanijska kosa I, Beograd, Srbija",225 000 €,105 m²,  Četvorosoban stan
"Novi Beograd, Blok 45, Jurija Gagarina ID#6900","Novi Beograd Blok 45 (TC Enjub), Beograd, Srbija",200 000 €,70 m²,  Trosoban stan
Namešten stan u novijoj zgradi sa parkingom ID#6572,"Zemun (Cara Dušana), Beograd, Srbija",250 000 €,85 m²,  Četvorosoban stan
"Centar, Hilandarska, 1.0, renoviran, opremljen ID#9876","Kopitareva gradina, Beograd, Srbija",175 000 €,34 m²,  Jednosoban stan
"Dušanovac, Danijelova, 93m2, 4.0 ID#2679","Dušanovac, Beograd, Srbija",233 175 €,93 m²,  Četvorosoban stan
"Dušanovac, Danijelova, 91m2, 4.0 ID#2678","Dušanovac, Beograd, Srbija",228 025 €,91 m²,  Četvorosoban stan
"Hram Svetog Save,  Katanićeva, mereno 120m2 ID#3786","Vračar (Hram), Beograd, Srbija",360 000 €,109 m²,  Četvorosoban stan
